QKEY,VOTEGEN_POST_W78
307284.0,"Donald Trump, the Republican"
307317.0,"Joe Biden, the Democrat"
307537.0,"Donald Trump, the Republican"
307606.0,"Jo Jorgensen, the Libertarian Party candidate"
307688.0,"Joe Biden, the Democrat"
307718.0,
308799.0,Refused
308926.0,"Jo Jorgensen, the Libertarian Party candidate"
309053.0,
309533.0,"Donald Trump, the Republican"
309958.0,"Donald Trump, the Republican"
310031.0,"Joe Biden, the Democrat"
310104.0,"Joe Biden, the Democrat"
310985.0,"Joe Biden, the Democrat"
311119.0,"Donald Trump, the Republican"
311643.0,"Joe Biden, the Democrat"
311665.0,"Joe Biden, the Democrat"
312070.0,"Donald Trump, the Republican"
312362.0,"Joe Biden, the Democrat"
312371.0,"Joe Biden, the Democrat"
312458.0,"Joe Biden, the Democrat"
312934.0,"Joe Biden, the Democrat"
313378.0,"Joe Biden, the Democrat"
314062.0,"Donald Trump, the Republican"
314113.0,"Joe Biden, the Democrat"
314294.0,"Joe Biden, the Democrat"
314393.0,"Joe Biden, the Democrat"
314546.0,"Donald Trump, the Republican"
314670.0,"Donald Trump, the Republican"
314796.0,Another candidate
314835.0,"Joe Biden, the Democrat"
315155.0,"Donald Trump, the Republican"
315194.0,"Donald Trump, the Republican"
315474.0,"Joe Biden, the Democrat"
315670.0,"Joe Biden, the Democrat"
315719.0,"Joe Biden, the Democrat"
316256.0,"Donald Trump, the Republican"
316726.0,"Joe Biden, the Democrat"
317005.0,"Donald Trump, the Republican"
317442.0,"Joe Biden, the Democrat"
317610.0,"Joe Biden, the Democrat"
317737.0,"Donald Trump, the Republican"
318188.0,"Donald Trump, the Republican"
318333.0,"Joe Biden, the Democrat"
318542.0,"Donald Trump, the Republican"
318653.0,"Joe Biden, the Democrat"
318658.0,"Joe Biden, the Democrat"
318711.0,"Joe Biden, the Democrat"
318742.0,"Joe Biden, the Democrat"
318997.0,"Joe Biden, the Democrat"
319055.0,"Donald Trump, the Republican"
319198.0,"Joe Biden, the Democrat"
319246.0,"Donald Trump, the Republican"
319382.0,"Joe Biden, the Democrat"
319402.0,"Donald Trump, the Republican"
319896.0,"Joe Biden, the Democrat"
320679.0,"Joe Biden, the Democrat"
320721.0,"Donald Trump, the Republican"
320909.0,"Joe Biden, the Democrat"
321025.0,"Donald Trump, the Republican"
321582.0,"Joe Biden, the Democrat"
321697.0,"Donald Trump, the Republican"
321860.0,
321873.0,"Joe Biden, the Democrat"
322035.0,"Joe Biden, the Democrat"
322897.0,"Joe Biden, the Democrat"
322957.0,"Donald Trump, the Republican"
323087.0,"Donald Trump, the Republican"
323222.0,"Joe Biden, the Democrat"
323454.0,"Joe Biden, the Democrat"
323456.0,"Joe Biden, the Democrat"
323595.0,"Donald Trump, the Republican"
323647.0,"Joe Biden, the Democrat"
323743.0,
323770.0,"Donald Trump, the Republican"
324127.0,"Joe Biden, the Democrat"
324600.0,"Donald Trump, the Republican"
324808.0,"Donald Trump, the Republican"
324837.0,"Donald Trump, the Republican"
324919.0,"Donald Trump, the Republican"
324920.0,"Joe Biden, the Democrat"
324930.0,"Donald Trump, the Republican"
325637.0,"Donald Trump, the Republican"
325708.0,"Joe Biden, the Democrat"
326698.0,"Donald Trump, the Republican"
326954.0,"Joe Biden, the Democrat"
326974.0,"Joe Biden, the Democrat"
327074.0,"Joe Biden, the Democrat"
327079.0,"Joe Biden, the Democrat"
327082.0,"Joe Biden, the Democrat"
327538.0,"Joe Biden, the Democrat"
328024.0,"Donald Trump, the Republican"
328110.0,"Joe Biden, the Democrat"
328603.0,"Donald Trump, the Republican"
328696.0,
329336.0,"Donald Trump, the Republican"
329404.0,"Joe Biden, the Democrat"
329545.0,"Donald Trump, the Republican"
329777.0,
329841.0,"Donald Trump, the Republican"
330324.0,"Donald Trump, the Republican"
330965.0,"Joe Biden, the Democrat"
330983.0,
331115.0,"Joe Biden, the Democrat"
331946.0,"Donald Trump, the Republican"
332473.0,"Joe Biden, the Democrat"
332823.0,"Donald Trump, the Republican"
333056.0,"Joe Biden, the Democrat"
333245.0,"Donald Trump, the Republican"
333286.0,"Joe Biden, the Democrat"
333397.0,"Donald Trump, the Republican"
333476.0,"Joe Biden, the Democrat"
333639.0,"Donald Trump, the Republican"
333945.0,"Donald Trump, the Republican"
334486.0,"Joe Biden, the Democrat"
334917.0,"Joe Biden, the Democrat"
335417.0,"Donald Trump, the Republican"
335826.0,"Joe Biden, the Democrat"
335943.0,"Joe Biden, the Democrat"
336285.0,"Joe Biden, the Democrat"
336522.0,"Joe Biden, the Democrat"
336840.0,"Donald Trump, the Republican"
336843.0,"Joe Biden, the Democrat"
337845.0,"Joe Biden, the Democrat"
338423.0,"Joe Biden, the Democrat"
338874.0,"Donald Trump, the Republican"
339176.0,"Joe Biden, the Democrat"
339183.0,"Donald Trump, the Republican"
339511.0,"Joe Biden, the Democrat"
339573.0,"Donald Trump, the Republican"
339984.0,"Joe Biden, the Democrat"
340705.0,"Joe Biden, the Democrat"
340808.0,"Joe Biden, the Democrat"
341094.0,
341801.0,"Joe Biden, the Democrat"
341818.0,"Joe Biden, the Democrat"
342227.0,"Donald Trump, the Republican"
342298.0,"Donald Trump, the Republican"
342968.0,"Donald Trump, the Republican"
343831.0,"Donald Trump, the Republican"
344794.0,"Joe Biden, the Democrat"
345029.0,
345438.0,"Joe Biden, the Democrat"
345636.0,"Donald Trump, the Republican"
347425.0,"Joe Biden, the Democrat"
348665.0,"Joe Biden, the Democrat"
351329.0,"Joe Biden, the Democrat"
600059.0,"Donald Trump, the Republican"
600064.0,"Joe Biden, the Democrat"
600087.0,"Donald Trump, the Republican"
600096.0,
600116.0,"Joe Biden, the Democrat"
600204.0,"Donald Trump, the Republican"
600226.0,"Donald Trump, the Republican"
600304.0,"Donald Trump, the Republican"
600312.0,
600426.0,"Donald Trump, the Republican"
600689.0,"Donald Trump, the Republican"
600794.0,Refused
600848.0,"Donald Trump, the Republican"
600905.0,"Joe Biden, the Democrat"
601265.0,"Donald Trump, the Republican"
601394.0,"Jo Jorgensen, the Libertarian Party candidate"
601493.0,"Joe Biden, the Democrat"
601538.0,
601648.0,"Donald Trump, the Republican"
601754.0,
602360.0,"Donald Trump, the Republican"
602366.0,"Donald Trump, the Republican"
602455.0,"Donald Trump, the Republican"
602725.0,"Joe Biden, the Democrat"
602745.0,"Donald Trump, the Republican"
602921.0,"Joe Biden, the Democrat"
603000.0,"Howie Hawkins, the Green Party candidate"
603100.0,"Joe Biden, the Democrat"
603148.0,
603239.0,"Donald Trump, the Republican"
603410.0,"Joe Biden, the Democrat"
603460.0,"Joe Biden, the Democrat"
603473.0,"Donald Trump, the Republican"
603476.0,"Donald Trump, the Republican"
603590.0,"Donald Trump, the Republican"
603607.0,"Joe Biden, the Democrat"
603636.0,"Joe Biden, the Democrat"
603718.0,"Joe Biden, the Democrat"
603769.0,"Donald Trump, the Republican"
604010.0,"Joe Biden, the Democrat"
604068.0,"Joe Biden, the Democrat"
604188.0,"Donald Trump, the Republican"
604264.0,"Joe Biden, the Democrat"
604312.0,"Joe Biden, the Democrat"
604534.0,"Joe Biden, the Democrat"
604576.0,
604718.0,"Joe Biden, the Democrat"
604753.0,
604931.0,"Joe Biden, the Democrat"
604983.0,"Donald Trump, the Republican"
605095.0,"Donald Trump, the Republican"
605493.0,"Joe Biden, the Democrat"
605785.0,"Jo Jorgensen, the Libertarian Party candidate"
605983.0,"Joe Biden, the Democrat"
606041.0,"Joe Biden, the Democrat"
606046.0,"Donald Trump, the Republican"
606067.0,"Donald Trump, the Republican"
606210.0,Another candidate
606423.0,"Joe Biden, the Democrat"
606454.0,"Donald Trump, the Republican"
606543.0,"Joe Biden, the Democrat"
606681.0,"Joe Biden, the Democrat"
606761.0,"Donald Trump, the Republican"
606763.0,"Donald Trump, the Republican"
606764.0,"Donald Trump, the Republican"
606777.0,"Joe Biden, the Democrat"
606790.0,"Joe Biden, the Democrat"
606972.0,"Joe Biden, the Democrat"
607008.0,"Donald Trump, the Republican"
607034.0,"Joe Biden, the Democrat"
607123.0,Another candidate
607173.0,"Joe Biden, the Democrat"
607371.0,"Joe Biden, the Democrat"
607375.0,"Joe Biden, the Democrat"
607419.0,"Joe Biden, the Democrat"
607425.0,"Donald Trump, the Republican"
607772.0,"Joe Biden, the Democrat"
608020.0,"Joe Biden, the Democrat"
608090.0,"Joe Biden, the Democrat"
608170.0,"Joe Biden, the Democrat"
608423.0,"Joe Biden, the Democrat"
608491.0,
608523.0,"Donald Trump, the Republican"
608766.0,"Donald Trump, the Republican"
608938.0,"Donald Trump, the Republican"
608960.0,"Joe Biden, the Democrat"
608988.0,"Joe Biden, the Democrat"
609188.0,"Joe Biden, the Democrat"
609379.0,"Donald Trump, the Republican"
609423.0,"Donald Trump, the Republican"
609483.0,"Joe Biden, the Democrat"
610032.0,
610035.0,"Donald Trump, the Republican"
610144.0,"Joe Biden, the Democrat"
610190.0,"Donald Trump, the Republican"
610209.0,"Joe Biden, the Democrat"
610217.0,"Donald Trump, the Republican"
610276.0,"Joe Biden, the Democrat"
610307.0,"Joe Biden, the Democrat"
610480.0,"Donald Trump, the Republican"
610582.0,"Joe Biden, the Democrat"
610638.0,"Donald Trump, the Republican"
610786.0,"Donald Trump, the Republican"
610791.0,"Donald Trump, the Republican"
610814.0,"Joe Biden, the Democrat"
610816.0,"Joe Biden, the Democrat"
610888.0,
611089.0,"Joe Biden, the Democrat"
611152.0,
611360.0,"Donald Trump, the Republican"
611382.0,"Jo Jorgensen, the Libertarian Party candidate"
611482.0,"Joe Biden, the Democrat"
611890.0,"Joe Biden, the Democrat"
612133.0,"Joe Biden, the Democrat"
612265.0,"Joe Biden, the Democrat"
612280.0,"Donald Trump, the Republican"
612332.0,"Joe Biden, the Democrat"
612401.0,"Joe Biden, the Democrat"
612461.0,"Joe Biden, the Democrat"
612650.0,
612705.0,
612905.0,"Donald Trump, the Republican"
612923.0,"Joe Biden, the Democrat"
613070.0,"Donald Trump, the Republican"
613169.0,"Joe Biden, the Democrat"
613194.0,"Jo Jorgensen, the Libertarian Party candidate"
613225.0,
613271.0,"Donald Trump, the Republican"
613373.0,"Joe Biden, the Democrat"
613750.0,"Donald Trump, the Republican"
613751.0,"Donald Trump, the Republican"
613760.0,
613816.0,"Joe Biden, the Democrat"
613892.0,"Donald Trump, the Republican"
613986.0,"Donald Trump, the Republican"
614200.0,
614264.0,"Joe Biden, the Democrat"
614281.0,"Donald Trump, the Republican"
614417.0,"Joe Biden, the Democrat"
614469.0,"Joe Biden, the Democrat"
614506.0,"Donald Trump, the Republican"
614833.0,"Jo Jorgensen, the Libertarian Party candidate"
614875.0,"Donald Trump, the Republican"
614926.0,"Donald Trump, the Republican"
614974.0,"Donald Trump, the Republican"
615074.0,"Joe Biden, the Democrat"
615111.0,
615140.0,"Joe Biden, the Democrat"
615441.0,"Donald Trump, the Republican"
615641.0,"Donald Trump, the Republican"
615859.0,"Jo Jorgensen, the Libertarian Party candidate"
615908.0,"Joe Biden, the Democrat"
616019.0,"Joe Biden, the Democrat"
616040.0,"Joe Biden, the Democrat"
616088.0,"Joe Biden, the Democrat"
616240.0,"Joe Biden, the Democrat"
616405.0,"Joe Biden, the Democrat"
616473.0,
616524.0,"Joe Biden, the Democrat"
616589.0,"Joe Biden, the Democrat"
616800.0,"Donald Trump, the Republican"
616855.0,"Donald Trump, the Republican"
616924.0,"Donald Trump, the Republican"
616985.0,"Joe Biden, the Democrat"
617060.0,"Donald Trump, the Republican"
617159.0,"Donald Trump, the Republican"
617222.0,"Donald Trump, the Republican"
617352.0,"Donald Trump, the Republican"
617371.0,"Donald Trump, the Republican"
617462.0,"Joe Biden, the Democrat"
617716.0,"Jo Jorgensen, the Libertarian Party candidate"
617761.0,"Joe Biden, the Democrat"
617799.0,"Joe Biden, the Democrat"
617876.0,"Joe Biden, the Democrat"
617915.0,"Joe Biden, the Democrat"
617960.0,"Donald Trump, the Republican"
618252.0,"Donald Trump, the Republican"
618253.0,"Joe Biden, the Democrat"
618556.0,"Donald Trump, the Republican"
618579.0,"Joe Biden, the Democrat"
618581.0,"Joe Biden, the Democrat"
618612.0,"Joe Biden, the Democrat"
618613.0,"Joe Biden, the Democrat"
618903.0,"Donald Trump, the Republican"
619157.0,"Donald Trump, the Republican"
619228.0,"Joe Biden, the Democrat"
619244.0,"Joe Biden, the Democrat"
619330.0,"Joe Biden, the Democrat"
619440.0,"Joe Biden, the Democrat"
619452.0,"Howie Hawkins, the Green Party candidate"
619716.0,"Joe Biden, the Democrat"
619791.0,"Joe Biden, the Democrat"
619874.0,"Joe Biden, the Democrat"
620279.0,"Donald Trump, the Republican"
620588.0,"Jo Jorgensen, the Libertarian Party candidate"
620720.0,"Joe Biden, the Democrat"
620897.0,"Joe Biden, the Democrat"
620937.0,"Joe Biden, the Democrat"
621140.0,Another candidate
621474.0,"Donald Trump, the Republican"
621821.0,"Jo Jorgensen, the Libertarian Party candidate"
621834.0,"Joe Biden, the Democrat"
622063.0,"Donald Trump, the Republican"
622345.0,"Joe Biden, the Democrat"
622350.0,"Joe Biden, the Democrat"
622422.0,"Donald Trump, the Republican"
622469.0,"Joe Biden, the Democrat"
622736.0,"Joe Biden, the Democrat"
622762.0,"Donald Trump, the Republican"
622765.0,"Donald Trump, the Republican"
622978.0,"Joe Biden, the Democrat"
623183.0,"Joe Biden, the Democrat"
623239.0,"Joe Biden, the Democrat"
623304.0,"Joe Biden, the Democrat"
623624.0,"Donald Trump, the Republican"
623650.0,
623673.0,"Joe Biden, the Democrat"
623703.0,"Donald Trump, the Republican"
623716.0,"Joe Biden, the Democrat"
623757.0,"Joe Biden, the Democrat"
623762.0,"Joe Biden, the Democrat"
623771.0,"Donald Trump, the Republican"
623809.0,"Donald Trump, the Republican"
624476.0,"Joe Biden, the Democrat"
624621.0,"Joe Biden, the Democrat"
624681.0,"Joe Biden, the Democrat"
624754.0,"Joe Biden, the Democrat"
624877.0,"Joe Biden, the Democrat"
625088.0,"Joe Biden, the Democrat"
625237.0,
625291.0,"Joe Biden, the Democrat"
625357.0,"Joe Biden, the Democrat"
625455.0,"Donald Trump, the Republican"
625560.0,"Donald Trump, the Republican"
625783.0,"Donald Trump, the Republican"
625927.0,"Donald Trump, the Republican"
625940.0,"Joe Biden, the Democrat"
626046.0,
626152.0,"Joe Biden, the Democrat"
626204.0,"Donald Trump, the Republican"
626283.0,Refused
626287.0,"Joe Biden, the Democrat"
626293.0,"Joe Biden, the Democrat"
626361.0,"Joe Biden, the Democrat"
626422.0,"Joe Biden, the Democrat"
626423.0,"Joe Biden, the Democrat"
626763.0,"Joe Biden, the Democrat"
626916.0,"Joe Biden, the Democrat"
626973.0,"Joe Biden, the Democrat"
627004.0,"Joe Biden, the Democrat"
627171.0,
627600.0,"Donald Trump, the Republican"
627791.0,
627833.0,"Joe Biden, the Democrat"
627838.0,"Donald Trump, the Republican"
627878.0,"Donald Trump, the Republican"
627941.0,
627963.0,"Donald Trump, the Republican"
628033.0,"Donald Trump, the Republican"
628347.0,"Joe Biden, the Democrat"
628369.0,"Joe Biden, the Democrat"
628412.0,"Joe Biden, the Democrat"
628500.0,"Donald Trump, the Republican"
629018.0,"Joe Biden, the Democrat"
629168.0,"Donald Trump, the Republican"
629967.0,
630082.0,"Joe Biden, the Democrat"
630181.0,"Joe Biden, the Democrat"
630394.0,"Donald Trump, the Republican"
630481.0,"Joe Biden, the Democrat"
630595.0,"Joe Biden, the Democrat"
630736.0,
630914.0,"Donald Trump, the Republican"
631134.0,"Joe Biden, the Democrat"
631155.0,"Donald Trump, the Republican"
631559.0,"Joe Biden, the Democrat"
631689.0,"Donald Trump, the Republican"
631987.0,"Joe Biden, the Democrat"
632112.0,"Donald Trump, the Republican"
632232.0,"Donald Trump, the Republican"
632259.0,"Donald Trump, the Republican"
632553.0,"Joe Biden, the Democrat"
632744.0,
632751.0,
632811.0,"Joe Biden, the Democrat"
633030.0,"Joe Biden, the Democrat"
633032.0,"Donald Trump, the Republican"
633392.0,"Joe Biden, the Democrat"
633508.0,
633591.0,"Donald Trump, the Republican"
633721.0,"Joe Biden, the Democrat"
633723.0,"Joe Biden, the Democrat"
634161.0,"Donald Trump, the Republican"
634738.0,
634758.0,"Joe Biden, the Democrat"
634778.0,"Donald Trump, the Republican"
634854.0,"Joe Biden, the Democrat"
635065.0,"Joe Biden, the Democrat"
635131.0,"Donald Trump, the Republican"
635481.0,"Donald Trump, the Republican"
635489.0,"Joe Biden, the Democrat"
635649.0,"Joe Biden, the Democrat"
635736.0,"Joe Biden, the Democrat"
635959.0,"Joe Biden, the Democrat"
636061.0,"Donald Trump, the Republican"
636473.0,"Joe Biden, the Democrat"
636675.0,
637024.0,"Joe Biden, the Democrat"
637156.0,"Donald Trump, the Republican"
637228.0,"Joe Biden, the Democrat"
637384.0,"Joe Biden, the Democrat"
637566.0,"Joe Biden, the Democrat"
637656.0,"Joe Biden, the Democrat"
637694.0,"Joe Biden, the Democrat"
637703.0,"Donald Trump, the Republican"
637832.0,"Donald Trump, the Republican"
638075.0,"Joe Biden, the Democrat"
638376.0,"Joe Biden, the Democrat"
638677.0,"Donald Trump, the Republican"
638767.0,"Joe Biden, the Democrat"
639116.0,"Donald Trump, the Republican"
639274.0,"Joe Biden, the Democrat"
639392.0,"Joe Biden, the Democrat"
639440.0,"Joe Biden, the Democrat"
639484.0,"Donald Trump, the Republican"
639638.0,"Joe Biden, the Democrat"
639687.0,"Joe Biden, the Democrat"
640059.0,"Donald Trump, the Republican"
640394.0,
640648.0,"Donald Trump, the Republican"
641038.0,"Joe Biden, the Democrat"
641779.0,"Joe Biden, the Democrat"
641879.0,
642208.0,"Donald Trump, the Republican"
642225.0,"Joe Biden, the Democrat"
642247.0,"Joe Biden, the Democrat"
642484.0,"Joe Biden, the Democrat"
642550.0,"Donald Trump, the Republican"
642576.0,"Donald Trump, the Republican"
642663.0,"Donald Trump, the Republican"
642888.0,"Donald Trump, the Republican"
643037.0,"Joe Biden, the Democrat"
643431.0,"Donald Trump, the Republican"
644372.0,"Joe Biden, the Democrat"
644602.0,"Donald Trump, the Republican"
644610.0,
644744.0,"Donald Trump, the Republican"
644779.0,"Jo Jorgensen, the Libertarian Party candidate"
644801.0,"Joe Biden, the Democrat"
644809.0,"Joe Biden, the Democrat"
644876.0,"Joe Biden, the Democrat"
645020.0,Another candidate
645149.0,"Donald Trump, the Republican"
645211.0,"Joe Biden, the Democrat"
645221.0,"Joe Biden, the Democrat"
645361.0,"Joe Biden, the Democrat"
645663.0,
645732.0,"Donald Trump, the Republican"
645900.0,"Joe Biden, the Democrat"
645909.0,"Donald Trump, the Republican"
645972.0,"Donald Trump, the Republican"
646079.0,"Joe Biden, the Democrat"
646163.0,"Donald Trump, the Republican"
646386.0,"Donald Trump, the Republican"
646542.0,"Donald Trump, the Republican"
646764.0,"Joe Biden, the Democrat"
646801.0,"Joe Biden, the Democrat"
646823.0,"Donald Trump, the Republican"
647213.0,
647661.0,"Joe Biden, the Democrat"
647894.0,"Joe Biden, the Democrat"
648143.0,"Donald Trump, the Republican"
648148.0,"Jo Jorgensen, the Libertarian Party candidate"
648758.0,"Donald Trump, the Republican"
648896.0,"Joe Biden, the Democrat"
648957.0,"Joe Biden, the Democrat"
649014.0,"Joe Biden, the Democrat"
