QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5
177211.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.432203126966449
177572.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.6487897855714696
177818.0,None at all,Came about naturally,DK/Refused/No lean,Moderate,30-49,College graduate+,0.43730745252361874
178470.0,None at all,Not sure,Dem/Lean Dem,Very liberal,50-64,Some College,0.8043307922533215
178592.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3206291340585848
179144.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.18930857569764087
179691.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,Some College,0.34940072702146663
179979.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,2.926795385556735
180286.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.2851940982958219
181067.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,1.3960308353009139
181573.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,1.050232986358601
181689.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.5592064421004076
182775.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.2237721680863777
182804.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.5158848355642376
182998.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39372221398309404
183145.0,Some,Came about naturally,Rep/Lean Rep,Moderate,65+,Some College,1.051752162400997
184045.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,1.7473730326322199
184735.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.4724035803364779
184743.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.16877671577660544
184778.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,1.0020792684473185
185394.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.5673423786495846
185435.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,50-64,Some College,0.3961229200656961
185896.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,30-49,Some College,1.469672518184251
185944.0,Refused,Not sure,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,2.0020795194122765
186170.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,0.6698218590489466
186444.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,Some College,1.099881586449382
186902.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.24959938197528644
186956.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5750624580553446
186980.0,A lot,Not sure,Rep/Lean Rep,Moderate,50-64,College graduate+,0.7865539259344027
187312.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,0.6023708572881497
187390.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.37078449696298443
187635.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.22748396859865705
188109.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.5110601782263641
188245.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,1.5414388702001378
188340.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.6485686701292714
188516.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.32126188816548673
189213.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.21076401771962838
189589.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.3688383177152402
190519.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,1.167235633551961
190780.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.6822931590374944
190961.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,4.204654057322078
191032.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
191063.0,Some,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.8642001941651632
191081.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,0.5797383525727224
191261.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.24960377457431507
191336.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,2.138322645499391
191583.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.27472252543231557
192213.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,College graduate+,0.24960377457431507
192294.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.7859601663462616
192394.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,1.8156215544106025
192396.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,Some College,0.5842854574937026
192474.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,30-49,Some College,0.47960497153976916
192568.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,College graduate+,0.2228900847276511
192753.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,1.0356267595331767
192798.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.2547848262475639
192950.0,Not much,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.24586315584496884
193343.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.39277896836882886
193408.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.8623601428315959
193545.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,H.S. graduate or less,0.5833360725407479
193713.0,Not much,Came about naturally,Dem/Lean Dem,Conservative,30-49,College graduate+,0.5158848355642376
194284.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.22609697056393155
194490.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2326032419849029
194634.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,1.821863153840958
194718.0,None at all,Came about naturally,Rep/Lean Rep,Very conservative,50-64,Some College,0.3613555868673831
195296.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,Some College,1.0206410809223907
195349.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.932941395417583
195373.0,Some,Not sure,Rep/Lean Rep,Moderate,50-64,Some College,0.932941395417583
195400.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.3861076073283847
196107.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.43553436202499596
196610.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.9119446006506468
196813.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.775662905266515
197067.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,2.643223817515233
197087.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,2.3305678998545267
197168.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.6705395447130185
197174.0,Not much,Not sure,Rep/Lean Rep,Very conservative,65+,Some College,1.4006546171055858
197397.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,7.487621221765812
197580.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.6093099714833934
197992.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.32127104808653617
198176.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.30186749854373124
198205.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.39327438242366014
198208.0,A lot,Not sure,Rep/Lean Rep,Moderate,50-64,College graduate+,0.22609697056393155
198295.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.5796764778872436
198449.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.21372520590383698
198476.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Liberal,65+,College graduate+,0.7414430401320639
198848.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.4332216541457245
198946.0,Not much,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.4980542188736745
199454.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,Some College,0.4614504973803615
199474.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,50-64,Some College,0.6385677371305429
199510.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.575242611489201
199643.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,0.49322320491043264
199964.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,Some College,1.1910849790118874
200202.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.9648804258691981
200312.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,1.0042776433174845
200324.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,Some College,0.7356999594242559
200452.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.31700773711954594
200718.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.3688383177152402
200761.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.4118632994549787
200782.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.36364165075548666
200943.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.49712288330504906
201177.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.5037805583145222
201541.0,Not much,Not sure,Rep/Lean Rep,Conservative,65+,Some College,0.38715864645441284
202145.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Very liberal,30-49,College graduate+,1.6212936978559231
202545.0,Refused,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.4415814611290617
202548.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.5093639646895178
202800.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.5710731993955889
202849.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.6705395447130185
202908.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.8292267917270667
203133.0,None at all,Not sure,Dem/Lean Dem,Refused,50-64,College graduate+,0.22454683147387652
203464.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.44705401190499194
203617.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,1.1881345080123378
203921.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.49420979170375
204329.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.57514760032115
204354.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,College graduate+,0.24948054396811553
204601.0,Not much,Not sure,Rep/Lean Rep,Moderate,30-49,College graduate+,0.43512759902138115
204832.0,None at all,Not sure,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,2.227363980183724
205459.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,2.5261792149779696
205490.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,0.8082805405245808
205600.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.19190345833934808
206457.0,Some,Not sure,Rep/Lean Rep,Moderate,30-49,Some College,0.6760668510788223
207436.0,Some,Not sure,Dem/Lean Dem,Liberal,65+,Some College,0.9631479563723518
207452.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.501097021579651
207502.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Liberal,30-49,College graduate+,0.6086047110122643
207573.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.884522665575274
208237.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.731697566812459
209250.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.8776488075049899
209440.0,A lot,Came about naturally,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.5555764263620969
209589.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.2228900847276511
209937.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.46454444474580187
210108.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2601583936831742
210121.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.35631151696197294
210564.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.2851940982958219
210743.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3633893793375663
210776.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39618280167923603
211074.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.8026363947441462
211125.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.34895724413100154
211788.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.28067968514975083
212131.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.5921266331598212
212322.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.3271834868358548
212492.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,0.28157872813075613
212680.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.21591653630929433
213456.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.5052899155170041
213671.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,7.118845301715278
213817.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.42973498755595435
214437.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.5096297870859479
214495.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.31271147845065
214562.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5158848355642376
214778.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.4382791325939977
214898.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.3446668147644394
216153.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.4720559893154756
216156.0,Some,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,0.45329468060915645
217659.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,1.2596513659358068
218055.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.2480305114468016
218205.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.8292267917270667
218719.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.28330752853283125
218837.0,None at all,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.28067968514975083
219063.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.8185021702985322
219150.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.443633134753424
219223.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.36400315984732107
219306.0,None at all,Not sure,Rep/Lean Rep,Moderate,30-49,College graduate+,1.034780089621249
219998.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3485661477843309
220020.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.311355227513849
